exchGnge	stock_symbol	dGte	dividends
NYSE	GPF	6/26/2008	0.656
NYSE	GPF	12/19/2007	2.439
NYSE	GPF	6/27/2007	0.062
NYSE	GPF	12/20/2006	0.229
NYSE	GPF	6/28/2006	0.007
NYSE	GPF	12/21/2005	0.181
NYSE	GPF	12/21/2004	0.094
NYSE	GPF	6/28/2004	0.012
NYSE	GPF	12/22/2003	0.089
NYSE	GPF	12/28/2000	0.17
NYSE	GPF	12/20/2000	0.019
NYSE	GPF	6/28/2000	0.035
NYSE	GPF	12/17/1999	0.038
NYSE	GPF	6/26/1998	0.005
NYSE	GPF	12/29/1997	0.025
NYSE	GPF	12/27/1996	0.26
NYSE	GPF	6/13/1996	0.346
NYSE	GPF	12/27/1995	0.051
NYSE	GPF	7/3/1995	0.022
NYSE	GMR	3/16/2000	34.958
NYSE	GMR	1/28/1980	0.05
NYSE	GUY	12/29/2009	0.01
NYSE	GUY	9/28/2009	0.01
NYSE	GUY	6/26/2009	0.01
NYSE	GUY	3/27/2009	0.01
NYSE	GUY	12/29/2008	0.01
NYSE	GUY	11/25/2008	0.01
NYSE	GUY	10/29/2008	0.01
NYSE	GUY	9/26/2008	0.01
NYSE	GUY	8/27/2008	0.01
NYSE	GUY	7/29/2008	0.01
NYSE	GUY	6/26/2008	0.03
NYSE	GUY	3/27/2008	0.01
NYSE	GUY	12/27/2007	0.01
NYSE	GUY	9/26/2007	0.01
NYSE	GUY	6/27/2007	0.01
NYSE	GUY	3/28/2007	0.01
NYSE	GUY	12/27/2006	0.01
NYSE	GUY	9/27/2006	0.01
NYSE	GIG	9/3/2008	4.4
NYSE	GIG	6/4/2008	4
NYSE	GIG	3/5/2008	4
NYSE	GIG	12/5/2007	4
NYSE	GIG	9/5/2007	4
NYSE	GIG	5/30/2007	3.3
NYSE	GIG	2/28/2007	3.3
NYSE	GIG	11/29/2006	3.3
NYSE	GIG	8/30/2006	3.3
NYSE	GIG	5/31/2006	3
NYSE	GIG	3/1/2006	3
NYSE	GIG	11/30/2005	3
NYSE	GIG	8/31/2005	3
NYSE	GIG	6/1/2005	2.5
NYSE	GIG	3/2/2005	2.5
NYSE	GIG	12/1/2004	1.5
NYSE	GIG	9/1/2004	1.5
NYSE	GIG	6/2/2004	1.5
NYSE	GIG	3/3/2004	1.3
NYSE	GIG	12/3/2003	1.3
NYSE	GIG	9/3/2003	1.3
NYSE	GIG	6/4/2003	0.94
NYSE	GIG	3/5/2003	0.94
NYSE	GIG	12/4/2002	0.96
NYSE	GIG	9/4/2002	0.94
NYSE	GIG	6/5/2002	0.86
NYSE	GIG	2/27/2002	0.84
NYSE	GIG	12/5/2001	0.84
NYSE	GIG	8/7/2001	0.84
NYSE	GIG	5/30/2001	0.74
NYSE	GIG	2/28/2001	0.74
NYSE	GIG	11/29/2000	0.74
NYSE	GIG	8/30/2000	0.74
NYSE	GIG	5/31/2000	0.6666
NYSE	GIG	3/1/2000	0.6666
NYSE	GIG	11/30/1999	0.6666
NYSE	GIG	9/1/1999	0.6666
NYSE	GIG	6/2/1999	0.5974
NYSE	GIG	3/3/1999	0.5974
NYSE	GIG	12/2/1998	0.6186
NYSE	GIG	9/2/1998	0.6186
NYSE	GIG	6/3/1998	0.5334
NYSE	GIG	3/4/1998	0.5334
NYSE	GIG	12/3/1997	0.5334
NYSE	GIG	9/3/1997	0.5334
NYSE	GIG	6/4/1997	0.531
NYSE	GIG	3/5/1997	0.474
NYSE	GIG	12/4/1996	0.474
NYSE	GIG	9/4/1996	0.474
NYSE	GIG	6/5/1996	0.403
NYSE	GIG	3/6/1996	0.403
NYSE	GIG	12/6/1995	0.403
NYSE	GIG	9/6/1995	0.403
NYSE	GIG	5/26/1995	0.4046
NYSE	GIG	2/27/1995	0.3634
NYSE	GIG	11/28/1994	0.3634
NYSE	GIG	8/29/1994	0.3634
NYSE	GIG	5/27/1994	0.316
NYSE	GIG	2/28/1994	0.316
NYSE	GIG	11/29/1993	0.316
NYSE	GIG	8/30/1993	0.316
NYSE	GIG	5/28/1993	0.295
NYSE	GIG	3/1/1993	0.295
NYSE	GIG	11/30/1992	0.295
NYSE	GIG	8/31/1992	0.295
NYSE	GIG	6/1/1992	0.295
NYSE	GIG	3/2/1992	0.2634
NYSE	GIG	12/2/1991	0.2634
NYSE	GIG	8/30/1991	0.2634
NYSE	GIG	6/3/1991	0.2634
NYSE	GIG	3/4/1991	0.2318
NYSE	GIG	12/3/1990	0.2318
NYSE	GIG	8/31/1990	0.2318
NYSE	GIG	6/4/1990	0.231
NYSE	GIG	3/5/1990	0.2022
NYSE	GIG	12/4/1989	0.2022
NYSE	GIG	9/1/1989	0.2022
NYSE	GIG	5/26/1989	0.2022
NYSE	GIG	2/27/1989	0.1686
NYSE	GIG	11/28/1988	0.1686
NYSE	GIG	8/29/1988	0.1686
NYSE	GIG	5/27/1988	0.1264
NYSE	GIG	2/29/1988	0.1264
NYSE	GIG	11/30/1987	0.1264
NYSE	GIG	9/1/1987	0.1046
NYSE	GIG	8/31/1987	0.0422
NYSE	GIG	6/1/1987	0.1046
NYSE	GIG	3/2/1987	0.1046
NYSE	GIG	12/1/1986	0.1046
NYSE	GIG	8/29/1986	0.0928
NYSE	GIG	6/2/1986	0.0928
NYSE	GIG	3/3/1986	0.0928
NYSE	GIG	12/2/1985	0.0928
NYSE	GIG	8/30/1985	0.0928
NYSE	GIG	6/3/1985	0.0928
NYSE	GIG	3/4/1985	0.0928
NYSE	GIG	12/3/1984	0.0928
NYSE	GWH	11/20/2009	0.2
NYSE	GWH	8/21/2009	0.18
NYSE	GWH	5/21/2009	0.18
NYSE	GWH	3/13/2009	0.18
NYSE	GWH	11/21/2008	0.18
NYSE	GWH	8/22/2008	0.18
NYSE	GWH	5/22/2008	0.18
NYSE	GWH	3/14/2008	0.18
NYSE	GWH	11/30/2007	0.18
NYSE	GWH	8/24/2007	0.15
NYSE	GWH	5/24/2007	0.15
NYSE	GWH	3/16/2007	0.15
NYSE	GWH	12/1/2006	0.15
NYSE	GMB	12/21/2009	0.28
NYSE	GMB	10/1/2009	0.28
NYSE	GMB	7/1/2009	0.28
NYSE	GMB	4/2/2009	0.28
NYSE	GMB	10/2/2008	0.52
NYSE	GMB	7/1/2008	0.52
NYSE	GMB	4/2/2008	0.52
NYSE	GMB	12/19/2007	0.5
NYSE	GMB	10/3/2007	0.5
NYSE	GMB	7/3/2007	0.5
NYSE	GMB	4/3/2007	0.5
NYSE	GMB	12/20/2006	0.46
NYSE	GMB	10/4/2006	0.46
NYSE	GMB	7/5/2006	0.46
NYSE	GMB	4/4/2006	0.46
NYSE	GMB	12/20/2005	0.44
NYSE	GMB	10/3/2005	0.44
NYSE	GMB	7/1/2005	0.44
NYSE	GMB	4/1/2005	0.44
NYSE	GMB	12/21/2004	0.425
NYSE	GMB	10/1/2004	0.425
NYSE	GMB	6/30/2004	0.425
NYSE	GMB	4/1/2004	0.425
NYSE	GMB	12/18/2003	0.415
NYSE	GMB	10/1/2003	0.415
NYSE	GMB	7/1/2003	0.415
NYSE	GMB	4/2/2003	0.415
NYSE	GMB	12/18/2002	0.41
NYSE	GMB	10/2/2002	0.41
NYSE	GMB	7/2/2002	0.41
NYSE	GMB	4/2/2002	0.41
NYSE	GMB	12/12/2001	0.395
NYSE	GMB	10/2/2001	0.395
NYSE	GMB	7/2/2001	0.395
NYSE	GMB	4/2/2001	0.395
NYSE	GMB	12/8/2000	0.37
NYSE	GMB	10/2/2000	0.37
NYSE	GMB	6/30/2000	0.37
NYSE	GMB	4/3/2000	0.37
NYSE	GMB	12/15/1999	0.35
NYSE	GMB	10/1/1999	0.35
NYSE	GMB	7/1/1999	0.35
NYSE	GMB	3/29/1999	0.35
NYSE	GMB	12/29/1998	0.342
NYSE	GMB	9/14/1998	0.342
NYSE	GMB	6/26/1998	0.342
NYSE	GMB	3/16/1998	0.342
NYSE	GMB	12/16/1997	0.134
NYSE	GCI	11/27/2009	0.09
NYSE	GCI	8/28/2009	0.09
NYSE	GCI	5/28/2009	0.09
NYSE	GCI	2/26/2009	0.09
NYSE	GCI	11/26/2008	0.09
NYSE	GCI	8/27/2008	0.09
NYSE	GCI	5/28/2008	0.09
NYSE	GCI	2/27/2008	0.07
NYSE	GCI	11/28/2007	0.07
NYSE	GCI	8/29/2007	0.07
NYSE	GCI	5/30/2007	0.07
NYSE	GCI	2/27/2007	0.06
NYSE	GCI	12/1/2006	0.06
NYSE	GCI	8/31/2006	0.06
NYSE	GCI	6/1/2006	0.06
NYSE	GCI	3/1/2006	0.04
NYSE	GCI	11/30/2005	0.04
NYSE	GCI	8/31/2005	0.04
NYSE	GCI	6/1/2005	0.04
NYSE	GCI	3/2/2005	0.04
NYSE	GCI	12/1/2004	0.04
NYSE	GCI	9/1/2004	0.04
NYSE	GCI	6/2/2004	0.04
NYSE	GCI	3/3/2004	0.029
NYSE	GCI	12/3/2003	0.029
NYSE	GCI	9/3/2003	0.029
NYSE	GCI	5/30/2003	0.029
NYSE	GCI	2/26/2003	0.029
NYSE	GCI	11/29/2002	0.029
NYSE	GCI	9/3/2002	0.029
NYSE	GCI	5/31/2002	0.029
NYSE	GCI	3/1/2002	0.029
NYSE	GCI	12/3/2001	0.029
NYSE	GCI	8/31/2001	0.029
NYSE	GCI	6/1/2001	0.029
NYSE	GCI	3/1/2001	0.029
NYSE	GCI	12/1/2000	0.029
NYSE	GCI	8/23/2000	0.029
NYSE	GCI	5/11/2000	0.029
NYSE	GCI	3/2/2000	0.029
NYSE	GCI	11/12/1999	0.0575
NYSE	GCI	8/12/1999	0.0575
NYSE	GCI	5/13/1999	0.0575
NYSE	GCI	3/4/1999	0.0575
NYSE	GCI	11/10/1998	0.0575
NYSE	GCI	8/12/1998	0.0575
NYSE	GCI	5/13/1998	0.0575
NYSE	GCI	3/5/1998	0.0575
NYSE	GCI	11/12/1997	0.0575
NYSE	GCI	8/13/1997	0.0575
NYSE	GCI	5/14/1997	0.0575
NYSE	GCI	3/5/1997	0.0575
NYSE	GCI	11/19/1996	0.0575
NYSE	GCI	8/28/1996	0.0575
NYSE	GCI	5/15/1996	0.0575
NYSE	GCI	3/5/1996	0.0575
NYSE	GCI	11/16/1995	0.0575
NYSE	GCI	8/29/1995	0.0575
NYSE	GCI	5/12/1995	0.0575
NYSE	GCI	3/1/1995	0.0575
NYSE	GCI	11/14/1994	0.0575
NYSE	GCI	8/25/1994	0.05
NYSE	GCI	5/12/1994	0.05
NYSE	GCI	3/2/1994	0.05
NYSE	GCI	11/15/1993	0.05
NYSE	GCI	8/25/1993	0.05
NYSE	GCI	5/10/1993	0.05
NYSE	GCI	3/2/1993	0.05
NYSE	GCI	11/16/1992	0.05
NYSE	GCI	8/25/1992	0.05
NYSE	GCI	5/11/1992	0.05
NYSE	GCI	3/3/1992	0.05
NYSE	GCI	11/18/1991	0.05
NYSE	GCI	8/26/1991	0.05
NYSE	GCI	5/9/1991	0.05
NYSE	GCI	3/4/1991	0.05
NYSE	GCI	11/7/1990	0.05
NYSE	GCI	8/6/1990	0.05
NYSE	GCI	5/9/1990	0.04
NYSE	GCI	2/27/1990	0.04
NYSE	GCI	11/9/1989	0.04
NYSE	GCI	8/4/1989	0.025
NYSE	GCI	5/15/1989	0.025
NYSE	GCI	2/28/1989	0.025
NYSE	GCI	11/8/1988	0.025
NYSE	GEG	11/20/2009	0.063
NYSE	GEG	8/21/2009	0.063
NYSE	GEG	5/21/2009	0.063
NYSE	GEG	2/20/2009	0.063
NYSE	GEG	11/21/2008	0.063
NYSE	GEG	8/22/2008	0.125
NYSE	GEG	5/22/2008	0.125
NYSE	GEG	2/22/2008	0.125
NYSE	GEG	11/23/2007	0.125
NYSE	GEG	8/24/2007	0.125
NYSE	GEG	5/24/2007	0.125
NYSE	GEG	2/26/2007	0.125
NYSE	GEG	11/22/2006	0.11
NYSE	GEG	8/24/2006	0.11
NYSE	GEG	5/24/2006	0.11
NYSE	GEG	11/23/2005	0.11
NYSE	GEG	8/26/2005	0.09
NYSE	GEG	5/26/2005	0.09
NYSE	GEG	2/24/2005	0.09
NYSE	GLG	1/14/2010	0.06
NYSE	GLG	10/13/2009	0.06
NYSE	GLG	7/13/2009	0.06
NYSE	GLG	4/15/2009	0.06
NYSE	GLG	1/14/2009	0.06
NYSE	GLG	10/14/2008	0.06
NYSE	GLG	7/14/2008	0.06
NYSE	GLG	4/16/2008	0.06
NYSE	GLG	1/15/2008	0.06
NYSE	GLG	10/15/2007	0.06
NYSE	GLG	7/12/2007	0.06
NYSE	GLG	4/12/2007	0.06
NYSE	GLG	1/12/2007	0.06
NYSE	GLG	10/16/2006	0.06
NYSE	GLG	7/13/2006	0.06
NYSE	GLG	4/12/2006	0.06
NYSE	GLG	1/13/2006	0.06
NYSE	GLG	10/14/2005	0.06
NYSE	GLG	7/13/2005	0.06
NYSE	GLG	4/13/2005	0.06
NYSE	GLG	1/13/2005	0.06
NYSE	GLG	10/13/2004	0.06
NYSE	GLG	7/14/2004	0.06
NYSE	GLG	4/14/2004	0.06
NYSE	GLG	1/14/2004	0.06
NYSE	GLG	10/15/2003	0.06
NYSE	GLG	7/16/2003	0.06
NYSE	GLG	4/15/2003	0.06
NYSE	GLG	1/15/2003	0.06
NYSE	GLG	10/16/2002	0.06
NYSE	GLG	7/17/2002	0.06
NYSE	GLG	4/15/2002	0.06
NYSE	GLG	1/16/2002	0.06
NYSE	GLG	10/16/2001	0.06
NYSE	GLG	7/18/2001	0.06
NYSE	GLG	4/12/2001	0.06
NYSE	GLG	1/16/2001	0.06
NYSE	GLG	10/16/2000	0.06
NYSE	GLG	7/19/2000	0.06
NYSE	GLG	4/13/2000	0.06
NYSE	GLG	1/13/2000	0.06
NYSE	GLG	10/14/1999	0.06
NYSE	GLG	7/20/1999	0.06
NYSE	GLG	4/12/1999	0.11
NYSE	GLG	1/13/1999	0.1
NYSE	GLG	10/14/1998	0.1
NYSE	GLG	7/15/1998	0.11
NYSE	GLG	4/9/1998	0.11
NYSE	GLG	1/14/1998	0.1
NYSE	GLG	10/14/1997	0.1
NYSE	GLG	7/15/1997	0.1
NYSE	GLG	4/10/1997	0.1
NYSE	GLG	1/14/1997	0.1
NYSE	GLG	10/11/1996	0.1
NYSE	GLG	7/11/1996	0.1
NYSE	GLG	4/11/1996	0.1
NYSE	GLG	4/10/1996	0.1
NYSE	GLG	1/25/1996	0.1
NYSE	GLG	10/12/1995	0.1
NYSE	GLG	7/20/1995	0.1
NYSE	GLG	4/25/1995	0.1
NYSE	GLG	1/24/1995	0.1
NYSE	GLG	10/25/1994	0.09
NYSE	GLG	7/26/1994	0.09
NYSE	GLG	4/26/1994	0.09
NYSE	GLG	1/31/1994	0.09
NYSE	GLG	11/8/1993	0.08
NYSE	GLG	7/27/1993	0.08
NYSE	GLG	4/26/1993	0.08
NYSE	GRK	12/29/2009	0.025
NYSE	GRK	12/11/2009	0.025
NYSE	GRK	11/10/2009	0.025
NYSE	GRK	10/13/2009	0.025
NYSE	GRK	9/11/2009	0.025
NYSE	GRK	8/12/2009	0.025
NYSE	GRK	7/13/2009	0.025
NYSE	GRK	6/11/2009	0.025
NYSE	GRK	5/13/2009	0.025
NYSE	GRK	4/13/2009	0.025
NYSE	GRK	3/12/2009	0.025
NYSE	GRK	2/11/2009	0.035
NYSE	GRK	12/29/2008	0.035
NYSE	GRK	12/11/2008	0.035
NYSE	GRK	11/12/2008	0.035
NYSE	GRK	10/10/2008	0.04
NYSE	GRK	9/11/2008	0.04
NYSE	GRK	8/13/2008	0.04
NYSE	GRK	7/11/2008	0.04
NYSE	GRK	6/12/2008	0.04
NYSE	GRK	5/13/2008	0.047
NYSE	GRK	4/11/2008	0.047
NYSE	GRK	3/12/2008	0.047
NYSE	GRK	2/13/2008	0.047
NYSE	GRK	12/27/2007	0.047
NYSE	GRK	12/11/2007	0.047
NYSE	GRK	11/13/2007	0.047
NYSE	GRK	10/11/2007	0.047
NYSE	GRK	9/12/2007	0.047
NYSE	GRK	8/13/2007	0.047
NYSE	GRK	7/12/2007	0.047
NYSE	GRK	6/13/2007	0.047
NYSE	GRK	5/11/2007	0.047
NYSE	GRK	4/12/2007	0.047
NYSE	GRK	3/13/2007	0.047
NYSE	GRK	2/13/2007	0.047
NYSE	GRK	12/27/2006	0.047
NYSE	GRK	12/8/2006	0.047
NYSE	GRK	11/10/2006	0.047
NYSE	GRK	10/12/2006	0.047
NYSE	GRK	9/13/2006	0.047
NYSE	GRK	8/10/2006	0.047
NYSE	GRK	7/13/2006	0.047
NYSE	GRK	6/9/2006	0.047
NYSE	GRK	5/11/2006	0.047
NYSE	GRK	4/12/2006	0.047
NYSE	GRK	3/10/2006	0.047
NYSE	GRK	12/28/2005	0.047
NYSE	GRK	12/8/2005	0.047
NYSE	GRK	11/10/2005	0.047
NYSE	GRK	10/13/2005	0.047
NYSE	GRK	9/12/2005	0.047
NYSE	GRK	8/11/2005	0.047
NYSE	GRK	7/12/2005	0.047
NYSE	GRK	6/10/2005	0.047
NYSE	GRK	4/13/2005	0.047
NYSE	GRK	3/11/2005	0.047
NYSE	GRK	2/11/2005	0.047
NYSE	GRK	12/28/2004	0.047
NYSE	GRK	12/8/2004	0.047
NYSE	GRK	11/9/2004	0.045
NYSE	GRK	10/13/2004	0.045
NYSE	GRK	9/10/2004	0.045
NYSE	GRK	8/12/2004	0.045
NYSE	GRK	7/13/2004	0.045
NYSE	GRK	6/10/2004	0.045
NYSE	GRK	5/12/2004	0.045
NYSE	GRK	4/14/2004	0.048
NYSE	GRK	3/11/2004	0.048
NYSE	GRK	2/11/2004	0.048
NYSE	GRK	12/29/2003	0.051
NYSE	GRK	12/5/2003	0.054
NYSE	GRK	11/12/2003	0.054
NYSE	GRK	10/15/2003	0.053
NYSE	GRK	9/12/2003	0.053
NYSE	GRK	8/13/2003	0.054
NYSE	GRK	7/15/2003	0.055
NYSE	GRK	6/12/2003	0.054
NYSE	GRK	5/14/2003	0.057
NYSE	GRK	4/14/2003	0.056
NYSE	GRK	3/13/2003	0.053
NYSE	GRK	2/12/2003	0.053
NYSE	GRK	12/27/2002	0.053
NYSE	GRK	12/6/2002	0.053
NYSE	GRK	11/12/2002	0.051
NYSE	GRK	10/16/2002	0.051
NYSE	GRK	9/13/2002	0.05
NYSE	GRK	8/15/2002	0.05
NYSE	GRK	7/16/2002	0.05
NYSE	GRK	6/13/2002	0.051
NYSE	GRK	5/16/2002	0.054
NYSE	GRK	4/15/2002	0.053
NYSE	GRK	3/14/2002	0.054
NYSE	GRK	2/13/2002	0.056
NYSE	GRK	12/27/2001	0.059
NYSE	GRK	12/10/2001	0.059
NYSE	GRK	11/16/2001	0.06
NYSE	GRK	10/12/2001	0.057
NYSE	GRK	8/16/2001	0.058
NYSE	GRK	7/13/2001	0.059
NYSE	GRK	6/15/2001	0.063
NYSE	GRK	5/14/2001	0.062
NYSE	GRK	4/11/2001	0.062
NYSE	GRK	3/15/2001	0.058
NYSE	GRK	2/14/2001	0.064
NYSE	GRK	12/27/2000	0.07
NYSE	GRK	12/5/2000	0.068
NYSE	GRK	11/16/2000	0.07
NYSE	GRK	10/13/2000	0.068
NYSE	GRK	9/14/2000	0.07
NYSE	GRK	8/16/2000	0.071
NYSE	GRK	7/13/2000	0.069
NYSE	GRK	6/15/2000	0.072
NYSE	GRK	5/12/2000	0.072
NYSE	GRK	4/13/2000	0.075
NYSE	GRK	3/15/2000	0.073
NYSE	GRK	2/15/2000	0.078
NYSE	GRK	12/29/1999	0.076
NYSE	GRK	12/8/1999	0.073
NYSE	GRK	11/18/1999	0.074
NYSE	GRK	10/20/1999	0.072
NYSE	GRK	9/20/1999	0.074
NYSE	GRK	8/19/1999	0.073
NYSE	GRK	7/21/1999	0.071
NYSE	GRK	6/21/1999	0.073
NYSE	GRK	5/19/1999	0.072
NYSE	GRK	4/20/1999	0.075
NYSE	GRK	3/22/1999	0.066
NYSE	GRK	2/17/1999	0.072
NYSE	GRK	12/29/1998	0.068
NYSE	GRK	12/9/1998	0.072
NYSE	GRK	11/18/1998	0.075
NYSE	GRK	10/20/1998	0.071
NYSE	GRK	9/18/1998	0.076
NYSE	GRK	8/19/1998	0.075
NYSE	GRK	7/21/1998	0.072
NYSE	GRK	6/18/1998	0.076
NYSE	GRK	5/19/1998	0.073
NYSE	GRK	4/20/1998	0.078
NYSE	GRK	3/19/1998	0.075
NYSE	GRK	2/17/1998	0.082
NYSE	GRK	12/29/1997	0.079
NYSE	GRK	12/9/1997	0.08
NYSE	GRK	11/13/1997	0.078
NYSE	GRK	10/16/1997	0.077
NYSE	GRK	9/16/1997	0.077
NYSE	GRK	8/14/1997	0.075
NYSE	GRK	7/17/1997	0.072
NYSE	GRK	6/17/1997	0.078
NYSE	GRK	5/15/1997	0.074
NYSE	GRK	4/16/1997	0.74
NYSE	GRK	3/18/1997	0.068
NYSE	GRK	2/18/1997	0.074
NYSE	GRK	12/27/1996	0.078
NYSE	GRK	12/10/1996	0.076
NYSE	GRK	11/14/1996	0.078
NYSE	GRK	10/17/1996	0.076
NYSE	GRK	9/13/1996	0.078
NYSE	GRK	8/15/1996	0.078
NYSE	GRK	7/18/1996	0.076
NYSE	GRK	6/14/1996	0.078
NYSE	GRK	4/10/1996	0.115
NYSE	GRK	3/15/1996	0.073
NYSE	GRK	2/15/1996	0.078
NYSE	GRK	12/27/1995	0.078
NYSE	GRK	12/7/1995	0.076
NYSE	GRK	11/21/1995	0.079
NYSE	GRK	10/18/1995	0.076
NYSE	GRK	9/20/1995	0.078
NYSE	GRK	8/21/1995	0.078
NYSE	GNF	11/24/2009	0.175
NYSE	GNF	8/26/2009	0.175
NYSE	GNF	5/27/2009	0.175
NYSE	GNF	2/25/2009	0.175
NYSE	GNF	11/25/2008	0.175
NYSE	GNF	8/27/2008	0.175
NYSE	GNF	5/28/2008	0.175
NYSE	GNF	2/27/2008	0.175
NYSE	GNF	11/30/2007	0.175
NYSE	GNF	8/30/2007	0.175
NYSE	GNF	6/1/2007	0.175
NYSE	GNF	3/2/2007	0.175
NYSE	GNF	11/24/2006	0.175
NYSE	GNF	8/25/2006	0.175
NYSE	GNF	5/25/2006	0.175
NYSE	GNF	2/24/2006	0.175
NYSE	GNF	11/25/2005	0.175
NYSE	GNF	8/26/2005	0.175
NYSE	GNF	5/27/2005	0.125
NYSE	GNF	2/25/2005	0.125
NYSE	GNF	11/26/2004	0.125
NYSE	GNF	8/27/2004	0.125
NYSE	GNF	5/27/2004	0.125
NYSE	GNF	3/5/2004	0.125
NYSE	GWP	1/21/2010	0.03
NYSE	GWP	12/22/2009	0.03
NYSE	GWP	11/19/2009	0.03
NYSE	GWP	10/22/2009	0.03
NYSE	GWP	9/22/2009	0.03
NYSE	GWP	8/21/2009	0.03
NYSE	GWP	7/23/2009	0.03
NYSE	GWP	6/22/2009	0.03
NYSE	GWP	5/20/2009	0.03
NYSE	GWP	4/22/2009	0.03
NYSE	GWP	3/23/2009	0.03
NYSE	GWP	2/19/2009	0.03
NYSE	GWP	1/22/2009	0.03
NYSE	GWP	12/22/2008	0.127
NYSE	GWP	11/19/2008	0.127
NYSE	GWP	10/23/2008	0.127
NYSE	GWP	9/22/2008	0.127
NYSE	GWP	8/25/2008	0.127
NYSE	GWP	7/23/2008	0.127
NYSE	GWP	6/20/2008	0.127
NYSE	GWP	5/21/2008	0.127
NYSE	GWP	4/22/2008	0.127
NYSE	GWP	3/20/2008	0.127
NYSE	GWP	2/13/2008	0.127
NYSE	GWP	1/16/2008	0.127
NYSE	GWP	12/20/2007	0.127
NYSE	GWP	11/15/2007	0.127
NYSE	GWP	10/18/2007	0.127
NYSE	GWP	9/20/2007	0.127
NYSE	GWP	8/16/2007	0.127
NYSE	GWP	7/19/2007	0.127
NYSE	GWP	6/14/2007	0.127
NYSE	GPL	5/7/2009	0.15
NYSE	GPL	2/5/2009	0.38
NYSE	GPL	11/6/2008	0.96
NYSE	GPL	8/4/2008	0.96
NYSE	GPL	5/5/2008	0.94
NYSE	GPL	2/5/2008	0.93
NYSE	GPL	11/5/2007	0.91
NYSE	GPL	7/3/2007	0.87
NYSE	GPL	5/4/2007	0.86
NYSE	GPL	2/5/2007	0.86
NYSE	GPL	11/3/2006	0.85
NYSE	GPL	8/3/2006	0.85
NYSE	GPL	5/5/2006	0.84
NYSE	GPL	2/3/2006	0.83
NYSE	GPL	11/3/2005	0.81
NYSE	GPL	6/28/2005	0.77
NYSE	GPL	3/29/2005	0.75
NYSE	GPL	12/29/2004	0.72
NYSE	GPL	9/28/2004	0.69
NYSE	GPL	6/28/2004	0.63
NYSE	GPL	3/29/2004	0.63
NYSE	GPL	12/29/2003	0.625
NYSE	GPL	9/26/2003	0.62
NYSE	GPL	6/26/2003	0.58
NYSE	GPL	3/27/2003	0.56
NYSE	GPL	12/27/2002	0.54
NYSE	GPL	9/26/2002	0.54
NYSE	GPL	6/26/2002	0.535
NYSE	GPL	3/26/2002	0.52
NYSE	GPL	12/27/2001	0.58
NYSE	GPL	9/26/2001	0.6
NYSE	GPL	6/27/2001	0.67
NYSE	GPL	3/28/2001	0.65
NYSE	GPL	12/27/2000	0.56
NYSE	GPL	9/27/2000	0.535
NYSE	GPL	6/28/2000	0.45
NYSE	GPL	3/29/2000	0.295
NYSE	GVX	11/4/2009	0.04
NYSE	GVX	7/30/2009	0.04
NYSE	GVX	6/3/2009	0.04
NYSE	GVX	2/18/2009	0.04
NYSE	GVX	10/29/2008	0.04
NYSE	GVX	7/30/2008	0.04
NYSE	GVX	5/22/2008	0.04
NYSE	GVX	2/13/2008	0.04
NYSE	GVX	10/31/2007	0.04
NYSE	GVX	7/27/2007	0.04
NYSE	GVX	5/23/2007	0.04
NYSE	GVX	2/14/2007	0.038
NYSE	GVX	11/1/2006	0.038
NYSE	GVX	7/27/2006	0.038
NYSE	GVX	5/3/2006	0.038
NYSE	GVX	2/15/2006	0.038
NYSE	GVX	11/2/2005	0.038
NYSE	GVX	7/28/2005	0.038
NYSE	GVX	5/23/2005	0.038
NYSE	GVX	2/16/2005	0.038
NYSE	GVX	11/4/2004	0.038
NYSE	GVX	7/30/2004	0.038
NYSE	GVX	5/19/2004	0.038
NYSE	GVX	2/18/2004	0.038
NYSE	GVX	11/5/2003	0.038
NYSE	GVX	8/6/2003	0.038
NYSE	GVX	5/21/2003	0.038
NYSE	GVX	2/19/2003	0.038
NYSE	GVX	11/6/2002	0.038
NYSE	GVX	8/7/2002	0.038
NYSE	GVX	5/2/2002	0.038
NYSE	GVX	2/7/2002	0.038
NYSE	GVX	11/7/2001	0.038
NYSE	GVX	8/3/2001	0.038
NYSE	GVX	5/2/2001	0.038
NYSE	GVX	2/1/2001	0.035
NYSE	GVX	11/2/2000	0.035
NYSE	GVX	8/3/2000	0.035
NYSE	GVX	5/3/2000	0.035
NYSE	GVX	2/9/2000	0.035
NYSE	GVX	10/28/1999	0.0325
NYSE	GVX	7/29/1999	0.0325
NYSE	GVX	4/29/1999	0.0325
NYSE	GVX	2/2/1999	0.0325
NYSE	GVX	10/28/1998	0.0325
NYSE	GVX	7/29/1998	0.0325
NYSE	GVX	4/30/1998	0.031
NYSE	GVX	4/29/1998	0.0325
NYSE	GVX	1/29/1998	0.03
NYSE	GVX	10/29/1997	0.03
NYSE	GVX	7/30/1997	0.03
NYSE	GVX	4/30/1997	0.03
NYSE	GVX	1/29/1997	0.0275
NYSE	GVX	10/28/1996	0.0275
NYSE	GVX	7/31/1996	0.0275
NYSE	GVX	4/29/1996	0.0275
NYSE	GVX	1/31/1996	0.025
NYSE	GVX	10/26/1995	0.025
NYSE	GBR	11/12/2008	0.24
NYSE	GBR	8/13/2008	0.62
NYSE	GBR	5/13/2008	0.62
NYSE	GBR	2/13/2008	0.62
